2024-5-20 0:2:4  2024,05,20,00,01,43,121.236339,25.061623,24.213,4374,0.882,2.331,4.381,27.500,60.500,0.282,0.663,Node1,0,0
2024-5-20 0:2:42  2024,05,20,00,02,20,121.236339,25.061623,24.213,4375,0.916,2.393,4.493,27.500,60.500,0.282,0.663,Node1,0,0
2024-5-20 0:4:8  2024,05,20,00,03,46,121.236339,25.061623,24.213,4377,0.563,2.395,5.121,27.500,60.500,0.282,0.662,Node1,0,0
2024-5-20 0:4:53  2024,05,20,00,04,32,121.236339,25.061623,24.213,4378,0.671,2.361,5.048,27.500,60.500,0.282,0.662,Node1,0,0
2024-5-20 0:5:48  2024,05,20,00,05,27,121.236339,25.061623,24.213,4379,0.666,2.301,4.975,27.500,60.500,0.282,0.661,Node1,0,0
2024-5-20 0:6:43  2024,05,20,00,06,22,121.236339,25.061623,24.213,4380,1.021,2.265,4.899,27.500,60.500,0.282,0.660,Node1,0,0
2024-5-20 0:7:36  2024,05,20,00,07,17,121.236339,25.061623,24.213,4381,0.852,2.283,4.925,27.500,60.500,0.282,0.659,Node1,0,0
2024-5-20 0:8:33  2024,05,20,00,08,12,121.236339,25.061623,24.213,4382,0.671,2.269,4.589,27.500,60.500,0.282,0.658,Node1,0,0
2024-5-20 0:9:28  2024,05,20,00,09,07,121.236339,25.061623,24.213,4383,0.833,2.199,4.469,27.500,60.500,0.282,0.657,Node1,0,0
2024-5-20 0:10:24  2024,05,20,00,10,02,121.236339,25.061623,24.213,4384,1.015,2.209,4.487,27.500,60.500,0.282,0.655,Node1,0,0
2024-5-20 0:11:18  2024,05,20,00,10,57,121.236339,25.061623,24.213,4385,0.438,2.189,4.435,27.500,60.500,0.282,0.654,Node1,0,0
2024-5-20 0:12:13  2024,05,20,00,11,52,121.236339,25.061623,24.213,4386,0.738,2.186,4.750,27.500,60.500,0.282,0.652,Node1,0,0
2024-5-20 0:13:8  2024,05,20,00,12,47,121.236339,25.061623,24.213,4387,1.255,2.151,4.676,27.500,60.500,0.282,0.650,Node1,0,0
2024-5-20 0:14:3  2024,05,20,00,13,42,121.236339,25.061623,24.213,4388,0.805,2.132,4.336,27.500,60.500,0.281,0.648,Node1,0,0
2024-5-20 0:14:58  2024,05,20,00,14,37,121.236339,25.061623,24.213,4389,0.582,2.149,4.362,27.500,60.500,0.281,0.646,Node1,0,0
2024-5-20 0:15:53  2024,05,20,00,15,32,121.236339,25.061623,24.213,4390,0.630,2.158,4.373,27.500,60.500,0.281,0.644,Node1,0,0
2024-5-20 0:16:48  2024,05,20,00,16,27,121.236339,25.061623,24.213,4391,0.908,2.092,4.172,27.500,60.500,0.281,0.642,Node1,0,0
2024-5-20 0:17:43  2024,05,20,00,17,22,121.236339,25.061623,24.213,4392,0.782,2.075,4.147,27.500,60.500,0.281,0.640,Node1,0,0
2024-5-20 0:19:23  2024,05,20,00,18,17,121.236339,25.061623,24.213,4393,0.858,2.086,4.159,27.500,60.500,0.281,0.637,Node1,0,0
2024-5-20 0:19:57  2024,05,20,00,19,36,121.236339,25.061623,24.213,4394,0.514,2.116,4.206,27.500,60.500,0.281,0.635,Node1,0,0
2024-5-20 0:20:35  2024,05,20,00,20,14,121.236339,25.061623,24.213,4395,0.608,2.091,4.181,27.500,60.500,0.281,0.633,Node1,0,0
2024-5-20 0:21:23  2024,05,20,00,21,02,121.236339,25.061623,24.213,4396,0.687,2.064,4.144,27.500,60.500,0.281,0.631,Node1,0,0
2024-5-20 0:22:19  2024,05,20,00,21,57,121.236339,25.061623,24.213,4397,0.675,2.028,4.098,27.500,60.500,0.281,0.630,Node1,0,0
2024-5-20 0:23:13  2024,05,20,00,22,52,121.236339,25.061623,24.213,4398,0.694,2.010,4.072,27.500,60.500,0.281,0.628,Node1,0,0
2024-5-20 0:24:53  2024,05,20,00,23,47,121.236339,25.061623,24.213,4399,0.536,1.951,3.688,27.500,60.500,0.281,0.627,Node1,0,0
2024-5-20 0:25:27  2024,05,20,00,25,06,121.236339,25.061623,24.213,4400,0.820,1.937,3.673,27.375,60.500,0.281,0.626,Node1,0,0
2024-5-20 0:26:6  2024,05,20,00,25,44,121.236339,25.061623,24.213,4401,0.576,1.953,3.690,27.375,60.500,0.281,0.625,Node1,0,0
2024-5-20 0:26:56  2024,05,20,00,26,32,121.236339,25.061623,24.213,4402,1.107,1.936,3.672,27.375,60.500,0.281,0.623,Node1,0,0
2024-5-20 0:27:48  2024,05,20,00,27,27,121.236339,25.061623,24.213,4403,0.518,1.932,3.667,27.375,60.500,0.281,0.622,Node1,0,0
2024-5-20 0:28:43  2024,05,20,00,28,22,121.236339,25.061623,24.213,4404,0.876,1.907,3.638,27.375,60.500,0.281,0.621,Node1,0,0
2024-5-20 0:29:38  2024,05,20,00,29,17,121.236339,25.061623,24.213,4405,0.816,1.897,3.653,27.375,60.500,0.281,0.620,Node1,0,0
